City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,masterton,-40.9597,175.6575,14.94,97,100,4.06,NZ,1687493859
291,balakhta,55.38,91.6,16.1,59,66,6.52,RU,1687493859
292,brookhaven,31.5791,-90.4407,23.81,90,0,1.86,US,1687493860
293,laguna,38.421,-121.4238,18.75,71,0,5.14,US,1687493860
294,el porvenir,13.7617,-87.3458,24.63,91,97,2.15,HN,1687493860
295,flying fish cove,-10.4217,105.6791,26.82,78,100,5.66,CX,1687493860
296,machico,32.7,-16.7667,21.35,80,20,4.12,PT,1687493860
297,sabzevar,36.2126,57.6819,28.6,23,0,13.38,IR,1687493860
298,winterset,41.3308,-94.0138,24.68,64,93,2.7,US,1687493836
299,mabaruma,8.2,-59.7833,23.2,99,84,1.21,GY,1687493860
300,harper,4.375,-7.7169,24.87,79,64,4.18,LR,1687493861
301,gillette,44.2911,-105.5022,15.51,85,100,4.12,US,1687493826
302,gaiman,-43.2897,-65.4929,14.11,47,100,5.65,AR,1687493861
303,san juan del sur,11.2529,-85.8705,26.47,85,98,4.57,NI,1687493818
304,penzance,50.1186,-5.5371,16.38,87,100,5.72,GB,1687493861
305,jaru,-10.4389,-62.4664,22.35,79,38,0.73,BR,1687493861
306,ancud,-41.8697,-73.8203,10.17,88,88,5.27,CL,1687493844
307,lorengau,-2.0226,147.2712,28.23,78,94,2.02,PG,1687493861
308,vila velha,-20.3297,-40.2925,17.75,85,0,1.54,BR,1687493861
309,howard springs,-12.497,131.047,31.95,36,68,1.66,AU,1687493862
310,bat khela,34.6167,71.9714,36.7,29,0,2.58,PK,1687493862
311,holualoa,19.6228,-155.9522,25.91,77,75,5.14,US,1687493862
312,miracema do tocantins,-9.5618,-48.3967,23.73,54,25,0.74,BR,1687493862
313,lebu,-37.6167,-73.65,12.38,96,100,4.84,CL,1687493862
314,naze,28.3667,129.4833,23.51,93,100,1.2,JP,1687493862
315,lovington,32.944,-103.3485,27.47,26,72,5.83,US,1687493862
316,al artawiyah,26.5053,45.3444,32.32,15,0,5.85,SA,1687493862
317,trzebiatow,54.0615,15.2648,17.8,61,100,3.04,PL,1687493582
318,mweka,-4.85,21.5667,21.04,86,83,0.93,CD,1687493863
319,vilyuysk,63.7553,121.6247,25.28,30,81,5.3,RU,1687493863
320,kivioli,59.3531,26.9711,15.71,79,8,3.35,EE,1687493839
321,hadibu,12.65,54.0333,27.16,77,69,8.94,YE,1687493863
322,bilmak,47.3624,36.6511,17.7,56,36,0.68,UA,1687493863
323,keflavik,64.0049,-22.5624,12.95,100,100,11.83,IS,1687493863
324,coro,11.4045,-69.6734,26.5,83,63,6.56,VE,1687493598
325,kharkhorin,47.1975,102.8238,22.28,48,100,1.49,MN,1687493863
326,les cayes,18.2,-73.75,26.75,83,86,1.2,HT,1687493863
327,qamdo,31.1667,97.2333,11.13,30,71,2.71,CN,1687493863
328,villamontes,-21.25,-63.5,17.71,83,34,1.14,BO,1687493864
329,sankheda,22.1667,73.5833,31.88,57,100,5.2,IN,1687493690
330,umiray,15.2206,121.4111,30.7,61,50,1.79,PH,1687493864
331,helena valley west central,46.6629,-112.0604,18.49,48,0,2.24,US,1687493864
332,oriximina,-1.7656,-55.8661,23.01,95,61,1.7,BR,1687493864
333,ust-tsilma,65.441,52.1498,11.44,52,89,2.27,RU,1687493864
334,praya,14.9215,-23.5087,25.3,78,75,6.17,CV,1687493845
335,mostaganem,35.9311,0.0892,22.52,79,0,0.29,DZ,1687493865
336,al jawf,29.5,38.75,25.71,32,0,7.13,SA,1687493865
337,carmelo,-33.9892,-58.2856,10.09,92,47,3.77,UY,1687493178
338,saldanha,-33.0117,17.9442,13.03,93,0,9.26,ZA,1687493865
339,nantucket,41.2835,-70.0995,17.08,100,100,4.63,US,1687493291
340,papao,-17.75,-149.55,26.82,83,94,11.39,PF,1687493732
341,ulaangom,49.9811,92.0667,22.67,28,10,2.71,MN,1687493865
342,tralee,52.2704,-9.7026,15.91,98,100,2.45,IE,1687493865
343,imbituba,-28.24,-48.6703,21.03,96,100,0.71,BR,1687493865
344,sao tome,0.3365,6.7273,23.37,79,71,3.96,ST,1687493865
345,bykovo,55.6361,38.0803,14.23,72,0,4.0,RU,1687493866
346,fort st. john,56.2499,-120.8529,15.94,77,75,2.57,CA,1687493866
347,uturoa,-16.7333,-151.4333,26.55,79,75,8.17,PF,1687493866
348,senges,-24.1128,-49.4636,14.91,82,77,0.6,BR,1687493866
349,grande prairie,55.1667,-118.8027,15.1,88,100,3.09,CA,1687493774
350,baotou,40.6522,109.8222,31.63,22,99,4.43,CN,1687493866
351,chibougamau,49.9168,-74.3659,17.79,77,100,0.0,CA,1687493866
352,hassi messaoud,31.6804,6.0729,27.92,24,0,3.6,DZ,1687493866
353,el granada,37.5027,-122.4694,16.35,87,100,4.63,US,1687493866
354,selfoss,63.9331,-20.9971,12.8,97,100,6.69,IS,1687493866
355,polyarnyy,69.1989,33.4478,15.52,58,11,3.74,RU,1687493867
356,solnechnyy,50.7214,136.6319,21.4,74,100,1.37,RU,1687493867
357,laascaanood,8.4774,47.3597,22.66,67,46,11.34,SO,1687493867
358,sitka,57.0531,-135.33,16.94,72,20,5.66,US,1687493867
359,merizo village,13.2658,144.6691,31.31,82,100,7.57,GU,1687493867
360,wenling,28.3669,121.36,19.91,95,100,5.33,CN,1687493867
361,mbala,-8.8402,31.3659,11.73,85,51,3.86,ZM,1687493867
362,woods creek,47.8787,-121.8985,20.45,61,23,0.45,US,1687493867
363,quellon,-43.1167,-73.6167,9.14,93,75,1.54,CL,1687493827
364,sawakin,19.1059,37.3321,30.45,57,0,0.79,SD,1687493868
365,cosne-cours-sur-loire,47.3333,3.1667,13.08,93,3,0.38,FR,1687493868
366,ha'il,27.5219,41.6907,29.01,24,0,0.0,SA,1687493579
367,sydney mines,46.2367,-60.2177,19.1,68,75,4.12,CA,1687493868
368,zaozersk,69.4005,32.4476,16.26,55,9,3.7,RU,1687493868
369,machali,-34.1833,-70.6667,12.89,98,100,0.93,CL,1687493868
370,ranavav,21.6842,69.7408,30.89,70,40,4.63,IN,1687493868
371,dhidhdhoo,6.8833,73.1,28.58,75,100,6.83,MV,1687493869
372,hengchun,22.0042,120.7439,29.21,71,100,4.44,TW,1687493869
373,valdez,1.2492,-78.9831,25.92,82,100,4.53,EC,1687493775
374,veraval,20.9,70.3667,29.2,76,100,4.34,IN,1687493869
375,nieuw amsterdam,5.8833,-55.0833,26.68,87,49,4.17,SR,1687493869
376,dhulia,20.9,74.7833,31.72,48,91,3.04,IN,1687493869
377,karlskrona,56.1616,15.5866,15.25,80,100,2.12,SE,1687493869
378,beibei,29.8256,106.4339,27.26,84,99,1.6,CN,1687493869
379,necocli,8.4234,-76.786,25.31,94,100,2.41,CO,1687493870
380,san luis de la loma,17.2706,-100.8939,27.85,77,32,1.56,MX,1687493870
381,puerto armuelles,8.2833,-82.8667,22.83,90,100,0.45,PA,1687493870
382,tangalle,6.024,80.7911,29.69,67,88,6.05,LK,1687493870
383,chambas,22.1928,-78.9136,25.62,91,100,2.36,CU,1687493870
384,naracoorte,-36.9579,140.7383,12.7,75,88,3.98,AU,1687493870
385,yarmouth,41.7057,-70.2286,17.08,97,100,3.13,US,1687493765
386,itupiranga,-5.1347,-49.3267,23.18,70,99,0.58,BR,1687493871
387,kawant,22.1,74.05,30.72,57,100,5.14,IN,1687493871
388,hirara,24.8,125.2833,30.15,79,75,5.14,JP,1687493871
389,acarau,-2.8856,-40.12,25.18,86,3,6.17,BR,1687493871
390,gedo,9.0167,37.45,11.66,95,63,1.02,ET,1687493871
391,colonia,50.9333,6.95,17.19,84,75,6.69,DE,1687493705
392,karasuk,53.7377,78.0403,14.71,55,17,4.35,RU,1687493871
393,pemalang,-6.9,109.3667,29.89,59,5,1.87,ID,1687493871
394,teculutan,14.9833,-89.7167,23.67,97,100,0.09,GT,1687493872
395,santana,-0.0583,-51.1817,26.1,94,20,2.06,BR,1687493872
396,chita,52.0333,113.55,21.94,38,40,1.0,RU,1687493872
397,greenville,35.6127,-77.3663,24.09,97,100,3.09,US,1687493818
398,zhengjiatun,43.5064,123.5064,32.72,33,74,4.64,CN,1687493872
399,kimbe,-5.5502,150.1429,29.3,75,94,0.25,PG,1687493872
400,tilaran,10.4703,-84.9671,22.26,97,100,1.5,CR,1687493872
401,cururupu,-1.8283,-44.8683,22.71,97,10,0.79,BR,1687493872
402,toliara,-23.35,43.6667,18.26,88,34,5.45,MG,1687493873
403,giado,31.9582,12.0203,20.79,43,0,2.15,LY,1687493873
404,boa vista,2.8197,-60.6733,25.99,89,20,1.03,BR,1687493825
405,sisimiut,66.9395,-53.6735,1.4,86,93,4.21,GL,1687493873
406,thinadhoo,0.5333,72.9333,27.27,78,100,3.62,MV,1687493873
407,phulbani,20.4667,84.2333,28.71,64,100,2.72,IN,1687493822
408,tadine,-21.55,167.8833,22.05,56,20,5.47,NC,1687493873
409,nova sintra,14.8667,-24.7167,20.99,85,1,7.63,CV,1687493873
410,shimoda,34.6667,138.95,24.5,78,97,1.34,JP,1687493873
411,saint-francois,46.4154,3.9054,15.93,94,75,0.0,FR,1687493874
412,catabola,-12.15,17.2833,7.88,39,0,1.88,AO,1687493874
413,fort wellington,6.4,-57.6,25.96,88,99,4.83,GY,1687493874
414,bintulu,3.1667,113.0333,32.23,66,20,1.03,MY,1687493874
415,campoverde,-8.4753,-74.8058,23.38,75,97,0.54,PE,1687493699
416,galappo,-4.2667,35.85,13.25,97,82,1.45,TZ,1687493874
417,cockburn town,21.4612,-71.1419,28.24,86,56,10.37,TC,1687493874
418,bang len,14.0219,100.1718,34.97,50,90,4.33,TH,1687493874
419,katsuura,35.1333,140.3,22.12,85,100,1.78,JP,1687493875
420,soio,-6.1349,12.3689,21.73,87,83,2.26,AO,1687493875
421,tidjikja,18.5564,-11.4271,32.92,14,50,4.17,MR,1687493875
422,tvoroyri,61.5556,-6.8111,10.56,95,5,5.31,FO,1687493875
423,ranot,7.7777,100.3213,30.53,59,90,1.5,TH,1687493875
424,svay rieng,11.0879,105.7993,33.72,50,89,2.16,KH,1687493875
425,putina,-15.4667,-69.4333,6.58,31,1,0.59,PE,1687493875
426,tegueste,28.5167,-16.3167,18.93,91,40,7.6,ES,1687493875
427,bayganin,48.6947,55.8742,16.34,41,21,4.67,KZ,1687493876
428,berbera,10.4396,45.0143,31.71,47,3,9.23,SO,1687493876
429,halifax,44.6453,-63.5724,16.0,81,7,3.6,CA,1687493761
430,nago,26.5881,127.9761,30.47,85,100,4.42,JP,1687493876
431,pingliang,35.5392,106.6861,27.05,42,95,4.56,CN,1687493876
432,mersa matruh,31.3525,27.2453,22.79,78,0,4.55,EG,1687493876
433,whitecourt,54.1502,-115.6855,15.58,72,75,3.09,CA,1687493876
434,taulaga,-11.0553,-171.0883,27.59,70,8,2.6,AS,1687493876
435,alaverdi,41.0977,44.6732,14.88,98,100,1.13,AM,1687493876
436,san patricio,28.017,-97.5169,28.81,78,18,5.57,US,1687493877
437,kruisfontein,-34.0033,24.7314,7.71,78,0,3.5,ZA,1687493877
438,buckeye,33.3703,-112.5838,34.32,9,0,4.21,US,1687493745
439,la'ie,21.6477,-157.9253,27.98,76,2,4.02,US,1687493877
440,kuanda,56.3161,116.0806,28.07,34,5,1.96,RU,1687493877
441,maine soroa,13.2114,12.0241,29.03,50,92,4.17,NE,1687493877
442,qom,34.6401,50.8764,26.93,31,0,2.46,IR,1687493877
443,saint david's,12.0333,-61.6667,26.69,83,75,1.03,GD,1687493877
444,kiunga,-6.1219,141.2906,28.77,67,100,1.38,PG,1687493877
445,el calafate,-50.3408,-72.2768,2.28,92,100,0.36,AR,1687493878
446,manokwari,-0.8667,134.0833,26.45,81,100,6.66,ID,1687493878
447,tataouine,32.9297,10.4518,22.59,48,0,1.41,TN,1687493878
448,bayanhongor,46.7167,100.1167,21.17,28,87,2.38,MN,1687493878
449,kavaratti,10.5669,72.642,28.98,74,95,8.55,IN,1687493878
450,khovd,48.0056,91.6419,22.59,22,99,1.11,MN,1687493878
451,black point,-34.6187,137.8972,14.84,67,5,8.75,AU,1687493878
452,huayin,34.5675,110.0921,33.16,36,2,1.71,CN,1687493878
453,merced,37.1666,-120.7516,17.97,69,29,6.2,US,1687493878
454,alofi,-19.0595,-169.9187,22.94,83,100,2.06,NU,1687493879
455,shalqar,47.8333,59.6,17.77,36,17,5.04,KZ,1687493879
456,chos malal,-37.3781,-70.2709,8.95,86,95,5.9,AR,1687493879
457,amga,60.8953,131.9608,25.54,49,41,1.92,RU,1687493879
458,mormugao,15.4,73.8,27.74,80,98,3.69,IN,1687493879
459,kalianget,-7.05,113.9333,28.49,63,13,4.45,ID,1687493652
460,kinablangan,7.6947,126.5503,29.19,74,93,2.57,PH,1687493879
461,pundri,29.75,76.55,36.78,41,5,2.61,IN,1687493879
462,el abiodh sidi cheikh,32.893,0.5484,24.11,22,0,3.57,DZ,1687493879
463,cobija,-11.0267,-68.7692,23.36,79,37,0.92,BO,1687493880
464,plastun,44.7561,136.2939,19.54,63,100,4.2,RU,1687493880
465,taltal,-25.4,-70.4833,16.87,72,12,0.63,CL,1687493880
466,al burayqah,30.4062,19.5739,23.19,76,0,5.73,LY,1687493880
467,kargasok,59.0556,80.8572,8.23,71,100,5.46,RU,1687493880
468,rechytsa,52.3617,30.3916,20.06,94,98,3.15,BY,1687493880
469,purranque,-40.9167,-73.1667,10.63,97,100,1.68,CL,1687493715
470,nguigmi,14.2495,13.1092,29.02,53,86,4.49,NE,1687493880
471,zykovo,55.9519,93.1461,16.41,52,63,6.33,RU,1687493880
472,ugoofaaru,5.6667,73.0,28.39,76,100,6.71,MV,1687493881
473,port-vila,-17.7338,168.3219,24.78,57,40,4.12,VU,1687493881
474,adamovka,51.5223,59.9396,13.82,58,92,1.96,RU,1687493881
475,auki,-8.7676,160.7034,28.45,75,70,1.37,SB,1687493881
476,ghadamis,30.1337,9.5007,24.89,26,0,4.67,LY,1687493881
477,dabeiba,7.0017,-76.2672,24.18,99,100,0.19,CO,1687493881
478,terrace,54.5163,-128.6035,20.95,40,20,6.17,CA,1687493881
479,mohpa,21.3167,78.8167,24.64,61,100,4.56,IN,1687493881
480,grootfontein,-19.5667,18.1167,9.29,30,0,1.61,NA,1687493882
481,feicheng,35.2606,117.9675,37.64,19,93,3.05,CN,1687493882
482,joacaba,-27.1781,-51.5047,15.86,99,100,1.08,BR,1687493882
483,valparaiso,-33.0393,-71.6273,15.8,75,100,2.57,CL,1687493882
484,san andres,12.5847,-81.7006,29.01,84,20,5.14,CO,1687493882
485,tippi,7.2,35.45,17.39,99,77,0.33,ET,1687493882
486,san matias,-16.3667,-58.4,21.62,50,53,2.3,BO,1687493882
487,kapuskasing,49.4169,-82.4331,24.05,49,0,4.12,CA,1687493883
488,kupang,-10.1667,123.5833,33.32,52,40,3.09,ID,1687493883
489,karratha,-20.7377,116.8463,21.6,29,2,4.83,AU,1687493883
490,pandan,14.0453,124.1694,30.93,65,74,2.56,PH,1687493883
491,longquan,24.6719,102.1613,19.3,95,100,1.41,CN,1687493883
492,adrar,20.5022,-10.0711,31.19,18,7,7.25,MR,1687493883
493,inhambane,-23.865,35.3833,16.99,82,20,2.06,MZ,1687493883
494,oume,35.7839,139.2431,24.93,69,100,0.0,JP,1687493884
495,kilju,40.9642,129.3278,24.95,61,36,2.09,KP,1687493884
496,urangan,-25.3,152.9,24.0,71,29,7.16,AU,1687493884
497,ixtapa,20.7,-105.2,28.57,74,75,3.09,MX,1687493607
498,solwezi,-12.1688,26.3894,8.5,74,0,1.54,ZM,1687493884
499,touros,-5.1989,-35.4608,24.13,83,2,5.27,BR,1687493884
500,namtsy,62.7161,129.6658,23.94,47,71,2.61,RU,1687493884
501,tarinkot,32.6268,65.8733,35.77,13,8,0.99,AF,1687493884
502,nizhneangarsk,55.7833,109.55,10.32,83,100,1.86,RU,1687493885
503,las lomitas,-24.7096,-60.593,16.34,95,41,0.75,AR,1687493885
504,murzuq,25.9155,13.9184,24.67,29,0,5.35,LY,1687493885
505,port sudan,19.6175,37.2164,30.55,53,0,0.51,SD,1687493712
506,port hedland,-20.3167,118.5667,23.03,28,0,4.63,AU,1687493885
507,nouadhibou,20.931,-17.0347,24.99,69,83,10.29,MR,1687493885
508,luis correia,-2.8792,-41.6669,24.11,80,6,4.45,BR,1687493885
509,mount isa,-20.7333,139.5,26.87,22,83,2.06,AU,1687493885
510,moyo,3.6609,31.7247,18.51,97,100,0.56,UG,1687493886
511,sandnessjoen,66.0217,12.6316,12.29,100,75,7.2,NO,1687493886
512,correia pinto,-27.5847,-50.3611,14.09,99,100,1.33,BR,1687493819
513,wladyslawowo,54.7909,18.4009,17.1,69,68,1.44,PL,1687493886
514,nagqu,31.5,92.0,10.66,19,1,0.53,CN,1687493886
515,robertsport,6.7533,-11.3686,25.05,85,94,2.83,LR,1687493886
516,chahuites,16.2833,-94.1833,27.4,73,19,1.41,MX,1687493886
517,adilcevaz,38.8039,42.7342,16.73,60,5,2.0,TR,1687493887
518,box elder,41.5005,-112.8764,19.99,42,66,2.92,US,1687493887
519,shahpur,16.7,76.8333,31.9,44,87,5.98,IN,1687493887
520,smithers,54.7804,-127.1743,24.18,31,20,4.63,CA,1687493887
521,midleton,51.9153,-8.1805,16.74,95,100,7.92,IE,1687493887
522,pingshan,22.9938,114.7131,31.79,62,100,4.56,CN,1687493887
523,cestos city,5.46,-9.5828,25.39,81,75,3.82,LR,1687493887
524,mournies,35.4764,24.0092,26.02,83,0,2.06,GR,1687493887
525,verkhniy tagil,57.3733,59.9556,12.0,59,100,3.11,RU,1687493887
526,pitimbu,-7.4706,-34.8086,23.33,86,34,5.6,BR,1687493888
527,hilo,19.7297,-155.09,26.27,91,100,0.89,US,1687493888
528,jiaojiang,28.6803,121.4428,21.11,97,100,3.72,CN,1687493888
529,juneau,58.3019,-134.4197,20.0,100,75,0.0,US,1687493888
530,dapa,9.7594,126.0531,27.98,75,97,2.26,PH,1687493888
531,koksan,38.7819,126.6664,28.2,55,8,2.45,KP,1687493888
532,hasaki,35.7333,140.8333,25.16,82,100,1.84,JP,1687493761
533,vilyuchinsk,52.9306,158.4028,26.15,49,8,2.39,RU,1687493888
534,glenrothes,56.1951,-3.1732,13.64,88,100,0.9,GB,1687493889
535,fort-shevchenko,44.5086,50.263,22.88,35,27,3.17,KZ,1687493889
536,altay,47.8667,88.1167,22.83,25,79,5.38,CN,1687493889
537,sola,-13.8833,167.55,25.04,75,100,7.46,VU,1687493889
538,ola,59.5833,151.2833,26.75,74,63,3.51,RU,1687493889
539,vecpiebalga,57.0599,25.8127,15.02,78,56,3.23,LV,1687493889
540,okhotsk,59.3833,143.3,16.44,64,24,3.67,RU,1687493889
541,camana,-16.6228,-72.7111,17.94,82,41,3.72,PE,1687493890
542,amarante do maranhao,-5.5667,-46.7422,23.34,65,44,1.28,BR,1687493890
543,dudinka,69.4058,86.1778,11.46,72,98,4.41,RU,1687493890
544,salinas de hidalgo,22.6333,-101.7167,22.07,37,18,8.3,MX,1687493890
545,awjilah,29.1081,21.2869,23.13,46,0,3.96,LY,1687493890
546,belo sur tsiribihina,-19.7,44.55,15.0,86,0,2.07,MG,1687493890
547,klaksvik,62.2266,-6.589,11.51,93,16,5.25,FO,1687493890
548,oakdale,44.963,-92.9649,26.59,62,20,2.06,US,1687493891
549,foca,38.6703,26.7566,22.93,66,0,4.45,TR,1687493891
550,sterling,39.0062,-77.4286,18.09,93,100,5.14,US,1687493891
551,candelaria,13.9311,121.4233,30.22,48,65,2.56,PH,1687493891
552,dezhou,37.4486,116.2925,39.75,15,3,6.9,CN,1687493714
553,aban,56.67,96.06,19.01,49,97,3.72,RU,1687493891
554,zboriv,49.6648,25.141,19.4,87,19,0.62,UA,1687493891
555,acajutla,13.5928,-89.8275,26.44,83,100,1.79,SV,1687493891
556,hinis,39.3606,41.7022,13.1,81,31,2.89,TR,1687493891
557,maralal,1.0968,36.698,13.79,85,73,1.78,KE,1687493835
558,chom thong,18.4174,98.6743,34.11,51,95,1.33,TH,1687493892
559,nyurba,63.2842,118.3319,25.08,33,55,4.73,RU,1687493892
560,barguzin,53.6167,109.6167,20.2,76,98,3.4,RU,1687493892
561,pingyin,36.2831,116.4453,38.28,19,31,5.26,CN,1687493892
562,mitu,1.1983,-70.1733,22.09,99,96,0.26,CO,1687493892
563,great falls,47.5002,-111.3008,16.34,59,0,4.12,US,1687493892
564,kurumkan,54.3,110.3,24.28,45,100,2.19,RU,1687493892
565,guateque,5.0062,-73.4727,16.44,94,100,0.37,CO,1687493892
566,tonota,-21.4833,27.4833,12.4,87,47,6.01,BW,1687493892
567,lucapa,-8.4192,20.7447,14.73,24,1,2.01,AO,1687493893
568,lake city,30.1897,-82.6393,23.22,94,40,4.12,US,1687493893
569,oamaru,-45.0784,170.9801,11.88,84,100,1.15,NZ,1687493893
570,egletons,45.4034,2.0507,12.11,99,26,1.18,FR,1687493893
571,st. john's,47.5649,-52.7093,17.93,76,100,6.17,CA,1687493893
572,burang,30.25,81.1667,14.48,62,72,1.73,CN,1687493893
573,ndele,8.4109,20.6473,20.51,98,100,0.98,CF,1687493894
574,derbent,42.0678,48.2899,22.49,65,69,2.29,RU,1687493894
575,atbara,17.7022,33.9864,28.99,16,99,4.22,SD,1687493894
576,sinan,34.8262,126.1086,28.06,80,51,2.1,KR,1687493894
577,taro,-8.3862,115.28,25.0,44,6,1.59,ID,1687493894
578,recreo,-29.2818,-65.061,13.26,80,13,4.63,AR,1687493894
579,embi,48.8264,58.1442,16.39,38,88,3.97,KZ,1687493894
580,shar,49.5886,81.0453,21.39,36,100,2.27,KZ,1687493894
581,tuba city,36.135,-111.2399,23.82,14,19,7.32,US,1687493895
582,port douglas,-16.4833,145.4667,24.75,63,91,3.35,AU,1687493895
583,emerald,-23.5333,148.1667,27.41,44,83,3.3,AU,1687493895
584,dubbo,-32.25,148.6167,14.07,58,40,7.72,AU,1687493599
